ID,FacilityName,FacilityNameTemp,WorkRequest#,Facility#,Facility#Temp,FacilitySystem,FacilityGroup,FacilityFunction,FacilityID,Comments,Property,Building,Floor,Wing,Location,Model,SerialNo,InstallDate,Manufacturer,Capacity,IsNew,InputDate,UpdateDate,InputBy,UpdateBy,BSL,AAALAC,TJC,InventoryDate,InventoryBy,Status,TypeorUse,Size,CapacityHeadTest,FuelRefrigeration,MotorManufacturer,HP,MotorType,MotorSerialNo,MotorInstallDate,MotorModel,Frame,RPM,Voltage,Amperes,PhaseCycle,BSLClassification,TJCValue,PMSchedule,VOLTS,AMP,KVA,PH,W,NOofCKTS,CKTSUsed,VOLTSPRIMARY,VOLTSSECONDARY,ElectricalOther
7889,13 - PANEL RECEP - 8496RP40,,,8496RP40,8496RP40,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP40,,Bethesda,13,,,"Floor G, Room: G-356",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7890,13 - PANEL RECEP - 8496RP42,,,8496RP42,8496RP42,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP42,,Bethesda,13,,,"Floor G, Room: G-348",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7891,13 - PANEL RECEP - 8496RP43,,,8496RP43,8496RP43,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP43,,Bethesda,13,,,"Floor G, Room:",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7892,13 - PANEL RECEP - 8496RP44,,,8496RP44,8496RP44,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP44,,Bethesda,13,,,"Floor G, Room: 13-1S18K",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7893,13 - PANEL RECEP - 8496RP45,,,8496RP45,8496RP45,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP45,,Bethesda,13,,,"Floor G, Room: 13-1S18K",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7894,13 - PANEL RECEP - 8496RP46,,,8496RP46,8496RP46,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP46,,Bethesda,13,,,"Floor G, Room: 13-1S18K",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7895,13 - PANEL RECEP - 8496RP47,,,8496RP47,8496RP47,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP47,,Bethesda,13,,,"Floor G, Room: 13-1S18K",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7896,13 - PANEL RECEP - 8496RP48,,,8496RP48,8496RP48,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP48,,Bethesda,13,,,"Floor 1st, Room: 1-E-81",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7897,13 - PANEL RECEP - 8496RP49,,,8496RP49,8496RP49,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP49,,Bethesda,13,,,"Floor 3rd, Room: Front of 3W-46",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7898,13 - PANEL RECEP - 8496RP50,,,8496RP50,8496RP50,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP50,,Bethesda,13,,,"Floor 3rd, Room: 3W-67",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7899,13 - PANEL RECEP - 8496RP52,,,8496RP52,8496RP52,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP52,,Bethesda,13,,,"Floor 1st, Room: 13-E-81",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7900,13 - PANEL RECEP - 8496RP54,,,8496RP54,8496RP54,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP54,,Bethesda,13,,,"Floor 3rd, Room: 3W-60",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7901,13 - PROT NETWORK - 1272NP1,,,1272NP1,1272NP1,Network Protector,Electrical Equipment,Network Protector,NP1,Decommissioned via WO# 1209638 Decommissioned via WO# 1372419,Bethesda,13,,,"Floor , Room: Outside Pit",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7902,13 - PROT NETWORK - 1272NP2,,,1272NP2,1272NP2,Network Protector,Electrical Equipment,Network Protector,NP2,Decommissioned via WO# 1209639 Decommissioned via WO# 1372420,Bethesda,13,,,"Floor , Room: Outside Pit",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7903,13 - PROT NETWORK - 8496NP1,,,8496NP1,8496NP1,Network Protector,Electrical Equipment,Network Protector,NP1,Decommissioned via WO# 1209640 Decommissioned via WO# 1372421,Bethesda,13,,,"Floor , Room: Outside Pit",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7904,13 - PROT NETWORK - 8496NP2,,,8496NP2,8496NP2,Network Protector,Electrical Equipment,Network Protector,NP2,Decommissioned via WO# 1372422,Bethesda,13,,,"Floor , Room: Outside Pit",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7905,13 - PANEL DIST - 1272DP5,,,1272DP5,1272DP5,Distribution Panel,Electrical Equipment,Distribution Panel,DP5,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7906,13 - PANEL DIST - 8496DP6,,,8496DP6,8496DP6,Distribution Panel,Electrical Equipment,Distribution Panel,DP6,,Bethesda,13,,,"Floor 1st, Room: 13-813",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7907,13 - PANEL DIST - 8496DP8,,,8496DP8,8496DP8,Distribution Panel,Electrical Equipment,Distribution Panel,DP8,,Bethesda,13,,,"Floor G, Room: B1W-72",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7908,13 - PANEL EM LT - 8496ELP1,,,8496ELP1,8496ELP1,Emergency Lighting Panel,Electrical Equipment,Emergency Lighting Panel,ELP1,,Bethesda,13,,,"Floor 1st, Room: 13-813",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7909,13 - PANEL LT - 8496LP1,,,8496LP1,8496LP1,Lighting Panel,Electrical Equipment,Lighting Panel,LP1,,Bethesda,13,,,"Floor 1st, Room: 13-813",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7910,13 - PANEL RECEP - 1272RP27,,,1272RP27,1272RP27,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP27,,Bethesda,13,,,"Floor G, Room: Warehouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7911,13 - PANEL RECEP - 1272RP31,,,1272RP31,1272RP31,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP31,,Bethesda,13,,,"Floor G, Room: Warehouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7912,13 - PANEL RECEP - 1272RP37,,,1272RP37,1272RP37,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP37,,Bethesda,13,,,"Floor G, Room: Warehouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7913,13 - PANEL RECEP - 1272RP39,,,1272RP39,1272RP39,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP39,,Bethesda,13,,,"Floor G, Room: Warehouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7914,13 - PANEL RECEP - 8496RP31,,,8496RP31,8496RP31,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP31,,Bethesda,13,,,"Floor 1st, Room: 1767",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7915,13 - PANEL RECEP - 8496RP34,,,8496RP34,8496RP34,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP34,,Bethesda,13,,,"Floor G, Room: G363",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7916,13 - PANEL RECEP - 8496RP24,,,8496RP24,8496RP24,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP24,Decommissioned via WO# 1372523,Bethesda,13,,,"Floor 2nd, Room: 2W-48",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7917,13 - PANEL RECEP - 8496RP32,,,8496RP32,8496RP32,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP32,,Bethesda,13,,,"Floor 1st, Room: 1771",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7918,13 - AUTO TRANS SWITCH - 10937ATS1,,,10937ATS1,10937ATS1,Automatic Transfer Switch,Electrical Equipment,Automatic Transfer Switch,ATS1,,Bethesda,13,,,"Floor G, Room: Sub Basement",,,,,,0,08-Nov-11,22-May-12,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7919,13 - PANEL EM DIST - 8496EDP1,,,8496EDP1,8496EDP1,Emergency Distribution Panel,Electrical Equipment,Emergency Distribution Panel,EDP1,,Bethesda,13,,,"Floor G, Room: Sub Basement",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7920,13 - PANEL RECEP - 8496RP56,,,8496RP56,8496RP56,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP56,,Bethesda,13,,,"Floor 3rd, Room: 3W-71",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7921,13 - PANEL RECEP - 8496RP57,,,8496RP57,8496RP57,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP57,,Bethesda,13,,,"Floor 3rd, Room: 3W-71",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7922,13 - PANEL RECEP - 1272RP60,,,1272RP60,1272RP60,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP60,,Bethesda,13,,,"Floor G, Room: G-903",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7923,13 - SWBD - 1272SWBD1,,,1272SWBD1,1272SWBD1,Switch Board,Electrical Equipment,Switch Board,SWBD1,Decommissioned via WO# 1209654 Decommissioned via WO# 1372553,Bethesda,13,,,"Floor G, Room: G-323",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7924,13 - SWBD - 8496SWBD1,,,8496SWBD1,8496SWBD1,Switch Board,Electrical Equipment,Switch Board,SWBD1,Decommissioned via WO# 1209655 Decommissioned via WO# 1372554,Bethesda,13,,,"Floor G, Room: B1W-72",,,,,,0,08-Nov-11,21-Nov-11,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8027,13 - PANEL DIST - 1272DP1,,,1272DP1,1272DP1,Distribution Panel,Electrical Equipment,Distribution Panel,DP1,,Bethesda,13,,,"Floor 3rd, Room: 3W-21",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8028,13 - PANEL DIST - 1272DP2,,,1272DP2,1272DP2,Distribution Panel,Electrical Equipment,Distribution Panel,DP2,,Bethesda,13,,,"Floor 3rd, Room: NE Penthouse",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8029,13 - PANEL DIST - 1272DP3,,,1272DP3,1272DP3,Distribution Panel,Electrical Equipment,Distribution Panel,DP3,,Bethesda,13,,,"Floor 2nd, Room: 231",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8030,13 - PANEL DIST - 1272DP4,,,1272DP4,1272DP4,Distribution Panel,Electrical Equipment,Distribution Panel,DP4,,Bethesda,13,,,"Floor 2nd, Room: 231",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8031,13 - PANEL DIST - 1272DP6,,,1272DP6,1272DP6,Distribution Panel,Electrical Equipment,Distribution Panel,DP6,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8032,13 - PANEL DIST - 1272DP7,,,1272DP7,1272DP7,Distribution Panel,Electrical Equipment,Distribution Panel,DP7,,Bethesda,13,,,"Floor G, Room: Warehouse",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8033,13 - PANEL DIST - 1272DP8,,,1272DP8,1272DP8,Distribution Panel,Electrical Equipment,Distribution Panel,DP8,,Bethesda,13,,,"Floor 3rd, Room: 3W-21",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8034,13 - PANEL DIST - 1272DP10,,,1272DP10,1272DP10,Distribution Panel,Electrical Equipment,Distribution Panel,DP10,,Bethesda,13,,,"Floor G, Room: G-902",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8035,13 - PANEL DIST - 8496DP1,,,8496DP1,8496DP1,Distribution Panel,Electrical Equipment,Distribution Panel,DP1,,Bethesda,13,,,"Floor P, Room: S. Mech. Room",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8036,13 - PANEL DIST - 8496DP2,,,8496DP2,8496DP2,Distribution Panel,Electrical Equipment,Distribution Panel,DP2,,Bethesda,13,,,"Floor P, Room: S. Mech. Room",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8037,13 - PANEL DIST - 8496DP3,,,8496DP3,8496DP3,Distribution Panel,Electrical Equipment,Distribution Panel,DP3,,Bethesda,13,,,"Floor 3rd, Room: 3K04",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
8038,13 - PANEL DIST - 8496DP4,,,8496DP4,8496DP4,Distribution Panel,Electrical Equipment,Distribution Panel,DP4,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10609,13 - VAC - 02198,,,02198,02198,Vacuum,Mechanical System,Function: Central vacuum system,VAC,,Bethesda,13,4th,,4th floor S.PH,VXTD075129FFLSM20,,,"Rietschle Thomas, Oil lubricated Rotary Vane Vacuu",,-1,08-Nov-11,23-Jul-13,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10610,13 - VAC - 00684,,,00684,00684,Vacuum,Mechanical System,Function: Supplies vacuum for 1st & 3rd floor area,VAC,Removed via WO# 1547734. Reactivated.,Bethesda,13,North Bsm',,North Bsm' MR,RC0101-E5261005,,,Busch R5 Oil lubricated vacuum pumps,,-1,08-Nov-11,23-Jul-13,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10611,13 - STM - 04011,,,04011,04011,Steam,Mechanical System,Function: Reduce steam pressure to south mech room,STM,,Bethesda,13,1st,,South Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10612,13 - STM - 02201,,,02201,02201,Steam,Mechanical System,Function: Reduce main steam pressure as needed,STM,,Bethesda,13,S. Penthou,,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10613,13 - STM - 02192,,,02192,02192,Steam,Mechanical System,Function: Reduce main steam pressure to branch lin,STM,,Bethesda,13,North Bsm',,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10614,13 - SP - 00743,,,00743,00743,Sump Pump,Mechanical System,Function: Pumps out water from below sewer level.,SP,,Bethesda,13,South SubB,,Mech.,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10615,13 - SP - 00742,,,00742,00742,Sump Pump,Mechanical System,Function: Pumps out water from below sewer level,SP,,Bethesda,13,North Bsm',,North Bsm',,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10616,13 - ROLLUP - 09095,,,09095,09095,Rollup Door,Mechanical System,Function: Access south end of Laundry,ROLLUP,,Bethesda,13,Ground,,Main Tunnel,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10617,13 - ROLLUP - 09094,,,09094,09094,Rollup Door,Mechanical System,Function: Shipping & Receiving DES Storage Warehou,ROLLUP,,Bethesda,13,B1,,"Platform  ""C"" East Side of Bldg.",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10618,13 - ROLLUP - 09074,,,09074,09074,Rollup Door,Mechanical System,Function: Security for Supply Inventory,ROLLUP,,Bethesda,13,B1,,Warehouse Storage Eastside  of Bldg.,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10619,13 - ROLLUP - 09064,,,09064,09064,Rollup Door,Mechanical System,Function: Ship. & Receiv. See Clifton Dorsey@301-4,ROLLUP,,Bethesda,13,B1,,"Platform ""C""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10620,13 - ROLLUP - 09061,,,09061,09061,Rollup Door,Mechanical System,Function: Shipping&Receiving contact H. Smith@496-,ROLLUP,,Bethesda,13,1st,,"Platform ""G""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10621,13 - ROLLUP - 09033,,,09033,09033,Rollup Door,Mechanical System,Function: Shipping & Receiving Contact H. Smith@49,ROLLUP,,Bethesda,13,1st,,"Platform ""G""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10622,13 - ROLLUP - 08720,,,08720,08720,Rollup Door,Mechanical System,Function: Access   to north side of laundry room,ROLLUP,,Bethesda,13,,,Tunnel,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10623,13 - ROLLUP - 08719,,,08719,08719,Rollup Door,Mechanical System,Function: Shipping & Receiving,ROLLUP,,Bethesda,13,1st,,"Maintenance Dept Platform ""A""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10624,13 - ROLLUP - 08718,,,08718,08718,Rollup Door,Mechanical System,Function: Shipping & Receiving,ROLLUP,,Bethesda,13,1st,,"Platform ""A""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10625,13 - ROLLUP - 08717,,,08717,08717,Rollup Door,Mechanical System,Function: Storage Security Contact Dawn Wilson,ROLLUP,,Bethesda,13,B1,,"Platform ""B""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10626,13 - ROLLUP - 08716,,,08716,08716,Rollup Door,Mechanical System,Function: Shipping & Receiving See Clifton Dorsey@,ROLLUP,,Bethesda,13,B1,,"Platform ""B""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10627,13 - ROLLUP - 08715,,,08715,08715,Rollup Door,Mechanical System,Function: Storage Security See Clifton Dorsey@435-,ROLLUP,,Bethesda,13,B1,,Q- Area Paint Room,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10628,13 - ROLLUP - 08714,,,08714,08714,Rollup Door,Mechanical System,Function: Storage Security See Clifton Dorsey@435-,ROLLUP,,Bethesda,13,B1,,Paint Storage,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10629,13 - ROLLUP - 08713,,,08713,08713,Rollup Door,Mechanical System,Function: Storage RM Security Contact Harry Smith@,ROLLUP,,Bethesda,13,1st,,"Platform ""D""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10630,13 - ROLLUP - 08712,,,08712,08712,Rollup Door,Mechanical System,Function: Transport Mngm't  Contact Harry Smith @4,ROLLUP,,Bethesda,13,1st Fl,,"Platform ""E"" West Side",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10631,13 - ROLLUP - 08711,,,08711,08711,Rollup Door,Mechanical System,Function: Shipping & Receiving - Contact H. Smith ,ROLLUP,,Bethesda,13,1st Fl,,"Platform ""E""",,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10632,13 - ROLLUP - 04959,,,04959,04959,Rollup Door,Mechanical System,Function: Shipping/receiving,ROLLUP,,Bethesda,13,1st,,West Side Carpenters Shop,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10633,13 - REHEAT - 09078,,,09078,09078,Reheat,Mechanical System,Function: Heating water to AHU in Penthouse,REHEAT,,Bethesda,13,S. Penthou,,South Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10634,13 - REHEAT - 09068,,,09068,09068,Reheat,Mechanical System,Function: Supply heating water to AHU in Rm.G902,REHEAT,,Bethesda,13,Ground,,Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10635,13 - REHEAT - 09056,,,09056,09056,Reheat,Mechanical System,Function: Re-heat coil heating water,REHEAT,,Bethesda,13,4th,,North  Penthouse,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10636,13 - REHEAT - 09035,,,09035,09035,Reheat,Mechanical System,Function: Heating water,REHEAT,,Bethesda,13,Ground,,G2413,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10637,13 - REHEAT - 04010,,,04010,04010,Reheat,Mechanical System,Function: Supplies heating water,REHEAT,,Bethesda,13,1st,,South Mechanical,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10638,13 - HW - 09054,,,09054,09054,Reheat,Mechanical System,Function: Provides heating water to AHU's,HW,,Bethesda,13,3rd,,Northeast Penthouse,,,,,,-1,08-Nov-11,10-Aug-08,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
